epoch,train_loss,TER,chrf,bleu
1,11.309037208557129,3.673469387755102,0.006824368659995817,0.027939938102360163
2,10.970864295959473,1.780612244897959,0.011397220551369287,0.17271419664826565
3,10.665311813354492,1.5459183673469388,0.021289191867904844,0.1579046021241852
